Įstaiga;Paslauga;Renginio pavadinimas;Metai;Lėšos;Dalyvių skaičius
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Omano fotografų darbų paroda „Omano lobiai“;2017;400;200
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Piotro Kostino ir jo mokinių tapybos darbų paroda „Modus Vivendi“;2017;300;150
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Pijaus Burako plakatų paroda;2017;400;200
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Paroda „Different Wars“;2017;400;200
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;„Different but Together“ grupinė ;2017;800;400
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Vengrų dizaino paroda „Shaping Hungary: Design in the 21st Century“ ;2017;300;150
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Seminaras „Vilniaus spalvos“;2017;0;60
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;„Auksinės mediko širdies“ apdovanojimų ceremonija;2017;5000;100
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;„Lietuvos spaudos fotografija 2017“ ;2017;1000;500
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Paskaita „Rotušė – Vilniaus kultūrų kryžkelė“;2017;140;70
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Filmo „Pagalvės mokesčio rinkėjas“ pristatymas ir peržiūra;2017;120;60
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;„Lietuvos piliakalnių šviesa jaunųjų dailininkų akimis“ ;2017;200;100
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Lietuvos dailininkų sąjungos Vilniaus akvarelininkų sekcijos paroda „Myliu tave, senasis Vilniau, kai slenka vasara lėtai“ ;2017;300;150
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Paskaita „Kada Vilnius tapo moderniu miestu?“ ;2017;600;300
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Paskaita „Tarpukario Vilnius. Apleistas miestas?“ ;2017;600;300
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Istorinė žemėlapių paroda „Armėnija senoviniuose žemėlapiuose“;2017;240;120
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Laimos Tubelytės-Kriukelienės paroda „Lietuvos istorija drobėse“ ;2017;400;200
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Liepos 12 d. Lietuvos kurčiųjų sportininkų rinktinių išlydėtuvės į 2017 m. XXIII Kurčiųjų olimpines žaidynes Samsune (Turkija);2017;2000;300
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Šimtukininkų apdovanojimo ceremonija;2017;300;150
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Paskaita „Tie baisūs žodžiai „sovietinis Vilnius“ ;2017;600;300
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Virgilijaus Jankausko fotografijų paroda „Stačios akys medinių dievukų“;2017;300;150
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Editos Suchockytės tapybos darbų paroda „Įkvėpimas“;2017;400;200
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Liutauro Griežės paroda „Kolona“;2017;200;100
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Paskaita „Estetika ar funkcija? Vilniaus urbanistika 1936–1939 m.“;2017;120;60
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Eugenijos Pilypaitienės retrospektyvinė akvarelinės tapybos paroda „Lyg lengvas muzikos akordas“;2017;300;150
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Paskaita „Kultūros paveldo apsauga tvarioje visuomenėje“;2017;100;50
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Paskaita „Legendinės Vilniaus vietos“  ;2017;600;300
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Romualdo Balinsko tapybos darbų paroda TIE;2017;300;150
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Algirdo Juliaus Greimo 100-ųjų gimimo metinių minėjimas ir paroda, skirta  A. J. Greimo 100-sioms gimimo metinėms;2017;200;100
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Paskaita „Viešoji erdvė kaip (politinis) pasakojimas: Rotušės aikštė“;2017;240;120
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Paskaita-meno užsiėmimas „Kūrybingumo mokymai I. Atvirumas ir įsitraukimas“;2017;60;30
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Ramūno Danisevičiaus fotografijų paroda;2017;600;300
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Povilo Ramanausko paroda „Lanksčioji tapyba“;2017;200;100
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Paskaita-meno užsiėmimas „Kūrybingumo mokymai II. Patyrimas ir vaizduotė“;2017;60;30
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Arvydo Pakalkos tapybos darbų paroda „Spalvų retrospektyvos“;2017;300;150
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Azerbaidžano ambasados renginys;2017;-;-
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Graikijos amabasados renginys;2017;-;-
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Armėnijos ambasados renginys;2017;-;-
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Čekijos ambasados renginys;2017;-;-
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Slovakijos ambasados renginys;2017;-;-
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Vokietijos ambasados renginys;2017;-;-
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Latvijos ambasados renginys;2017;-;-
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;kasmetinė ambasadorių žmonų labdaros mugė;2017;-;-
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Rumunijos ambasados renginys;2017;-;-
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Arvydo Pakalkos paroda „Spalvų retrospektyvos“ ;2018;-;500
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Paroda „Senas naujas Vilnius“ ;2018;-;800
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Paroda „Lietuviška tapatybė tekstilėje“;2018;-;300
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Mero padėkų įteikimo ceremonija;2018;5700;150
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas; „Eurazijos civilizacijų apžvalga: griovėjai ir kūrėjai. Artimieji Rytai ir Egiptas“;2018;-;70
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;„Eurazijos civilizacijų apžvalga: griovėjai ir kūrėjai. Kinija ir Indija“;2018;-;80
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas; „Eurazijos civilizacijų apžvalga: griovėjai ir kūrėjai.  Graikija ir Roma“;2018;-;80
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Paminklo broliams Vileišiams atidengimas;2018;2000;200
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Paroda „Lietuva.100“ (archyvų dokumentai);2018;-;1000
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Marijonos Sinkevičienės paroda „Atmintis“ (tekstilė);2018;-;150
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Arturo Valiaugos fotografijų paroda;2018;-;300
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Paroda „Tarpukario Lietuvos reklama“;2018;-;150
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Aleksandro Vozbino tapybos paroda;2018;-;600
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Manto Maziliausko meninis veiksmas „Architektūra*daiktai*erdvė“ (instaliacija);2018;-;500
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Jubiliejinė, 50-oji Lietuvos karikatūrų paroda „Kad tave kur 100!“;2018;-;400
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Algimanto Aleksandravičiaus paroda „Šimtmečiui šimtas“ (fotografija);2018;-;1000
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;AMII Work Fest;2018;-;50
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Riccardo Aichner /Italija/ fotomeno paroda „Žmogus – kuriantis, naikinantis, mylintis, viltingas“;2018;-;200
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Lietuvos spaudos fotografija‘18;2018;-;1000
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;24-osios Lietuvos mokinių dailės olimpiados paroda;2018;-;50
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Mero priėmimas „Poezijos pavasario“ dalyviams;2018;3600;60
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;LDS paroda „Praėjusio laiko tuštuma“;2018;-;400
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Andriaus Repšio paroda „Paukščio akimis“ (fotografija);2018;-;500
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Nacionalinio mokinių piešinių konkurso „Mes užaugome laisvi“ paroda;2018;-;50
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Pasaulio lietuvių dailės paroda;2018;-;1000
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Paroda „Medžio raižinio efektas“;2018;-;300
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Paskaita iš ciklo „Istorijos laiptai“;2018;-;200
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Vilniaus rotušės koncertų ciklo koncertas;2018;-;80
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Mykolės paroda „Lietuvos peizažas“ (tapyba);2018;-;300
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Antano Šerono paroda „Sugrįžimas“ (tapyba);2018;-;300
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Paroda „Stichijos. Detalė – Benas Šarka“ (fotografija);2018;-;300
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Paskaita iš ciklo „Istorijos laiptai“;2018;-;200
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Vilniaus rotušės koncertų ciklo koncertas;2018;-;80
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Paskaita iš ciklo „Istorijos laiptai“;2018;-;250
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Vilniaus rotušės koncertų ciklo koncertas;2018;-;100
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Vilniaus rotušės koncertų ciklo koncertas;2018;-;100
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Paroda „Vilnius ir jo žmonės“ (piešiniai, tapyba, estampas);2018;-;1000
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Vilniaus rotušės koncertų ciklo koncertas;2018;-;80
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Paskaita iš ciklo „Istorijos laiptai“;2018;-;200
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Vilniaus rotušės koncertų ciklo koncertas;2018;-;100
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Vilniaus rotušės koncertų ciklo koncertas;2018;-;90
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Vilniaus rotušės koncertų ciklo koncertas;2018;-;90
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Paskaita iš ciklo „Istorijos laiptai“;2018;-;200
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Paroda „Represuoti ministrų kabineto nariai 1918–1940“ (dokumentai);2018;-;300
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Paroda „Lietuvos skautų judėjimui 100 metų“;2018;-;200
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Alberto Švenčionio paroda „Būtsargiai – Lietuvos piliakalniai“ (fotografija);2018;-;200
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Vilniaus rotušės koncertų ciklo koncertas;2018;-;80
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Atvira Martyno Levickio muzikos pamoka;2018;-;250
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Vilniaus rotušės koncertų ciklo koncertas;2018;-;80
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Paskaita iš ciklo „Istorijos laiptai“;2018;-;200
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Vilniaus rotušės koncertų ciklo koncertas;2018;-;100
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Paskaita iš ciklo „Istorijos laiptai“;2018;-;200
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Vilniaus rotušės koncertų ciklo koncertas;2018;-;80
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Paskaita iš ciklo „Istorijos laiptai“;2018;-;250
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Vilniaus rotušės koncertų ciklo koncertas;2018;-;80
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Leonardo Gutausko tapybos paroda;2018;-;1200
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Fotografijų paroda „Kultūrų dialogas“;2018;-;60
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Paskaita iš ciklo „Istorijos laiptai“;2018;-;200
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Vilniaus rotušės koncertų ciklo koncertas;2018;-;120
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Vilniaus rotušės koncertų ciklo koncertas;2018;-;150
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Vilniaus rotušės koncertų ciklo koncertas;2018;-;150
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Vilniaus rotušės koncertų ciklo koncertas;2018;-;150
VšĮ Vilniaus rotušė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Edukaciniai užsiėmimai „Vydūno keliais“.;2018;4800;-
Všį Menų spaustuvė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;„Menų spaustuvės“ spektaklių sklaida Lietuvoje  ;2017;-;800
Všį Menų spaustuvė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;„Menų spaustuvės“ spektakliai sostinės publikai;2017;-;-
Všį Menų spaustuvė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Jaunųjų menininkų scenos menų programa „Atvira erdvė“ ;2017;19200;840
Všį Menų spaustuvė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Programa “Scena debiutams”;2017;20800;700
Všį Menų spaustuvė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Strateginė programa „Menų spaustuvė“: daugiau negu scena;2017;-;1428
Všį Menų spaustuvė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Tarptautinis festivalis vaikams ir jaunimui KITOKS‘17;2017;38000;-
Všį Menų spaustuvė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Tarptautinis šiuolaikinio cirko festivalis „Naujojo cirko savaitgalis“;2017;82800;1643
Všį Menų spaustuvė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Programa „Print Art On Stage“;2017;19900;765
Všį Menų spaustuvė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;„Tarptautinė šiuolaikinio cirko edukacijos programa“;2017;21500;-
Všį Menų spaustuvė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Tarptautinis edukacinis projektas “CIRCollaborative Tools”;2017;41760;-
Všį Menų spaustuvė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;„Menų spaustuvės“ interneto svetainė www.menuspaustuve.lt;2017;13898;62602
Všį Menų spaustuvė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Interneto svetainė „Menų faktūra“;2017;20100;82000
Všį Menų spaustuvė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;„Menų spaustuvės“ Infotekos veikla;2017;-;986
Všį Menų spaustuvė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;“Menų spaustuvės” rezidentų renginiai “Menų spaustuvėje”;2017;119000;9000
Všį Menų spaustuvė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Kultūros ir meno organizacijų ir kūrėjų  renginiai “Menų spaustuvėje”;2017;119000;9000
Všį Menų spaustuvė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Projektas „Menų spaustuvėje“ sukurtų darbų sklaida;2015;-;-
Všį Menų spaustuvė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Projektas Po pamokų!: spektakliai vaikams ir jaunimui;2015;-;-
Všį Menų spaustuvė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Projektas „Tėčio pasaka“: scenos menų ir animacijos spektaklis vaikams;2015;-;-
Všį Menų spaustuvė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Renginiai, gastrolės ir „Menų spaustuvės“ atstovavimas užsienyje;2015;-;-
Všį Menų spaustuvė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Jaunųjų menininkų scenos menų programa „Atvira erdvė“;2015;-;-
Všį Menų spaustuvė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Naujojo cirko savaitgalis;2015;-;-
Všį Menų spaustuvė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Tarptautinis festivalis vaikams ir jaunimui KITOKS‘15;2015;-;-
Všį Menų spaustuvė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;„Menų spaustuvės“ Infotekos veikla;2015;-;254
Všį Menų spaustuvė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Tarptautinė edukacinė šiuolaikinio cirko programa;2015;-;-
Všį Menų spaustuvė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;„Menų spaustuvės“ interneto svetainė www.menuspaustuve.lt;2015;-;-
Všį Menų spaustuvė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Interneto svetainė „Menų faktūra“ (projektas „25/10“) ;2015;-;398200
Všį Menų spaustuvė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Rezidencijų programos „Print Art on Stage“ - Bergeno miesto rezidentų programa;2015;-;-
Všį Menų spaustuvė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Tarptautiniai scenos menų festivaliai „Menų spaustuvėje“;2015;-;-
Všį Menų spaustuvė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Rezidentų ir kitų organizacijų projektų ir programų rengimas „Menų spaustuvė“;2015;-;-
Všį Menų spaustuvė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Po pamokų!: spektakliai vaikams ir jaunimui (Kūrybiška partnerystė);2016;-;-
Všį Menų spaustuvė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Jaunųjų menininkų scenos menų programa „Atvira erdvė“ ;2016;-;400
Všį Menų spaustuvė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Programa “Debiutų scena”;2016;-;700
Všį Menų spaustuvė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Tarptautinis festivalis vaikams ir jaunimui KITOKS‘16;2016;-;1230
Všį Menų spaustuvė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Tarptautinis šiuolaikinio cirko festivalis „Naujojo cirko savaitgalis“;2016;-;1500
Všį Menų spaustuvė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Programa „Print Art On Stage“;2016;-;500
Všį Menų spaustuvė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;TeatrNowy, Lenkija  gastrolės “Menų spaustuvėje”;2016;-;387
Všį Menų spaustuvė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Tarptautinė konferencija „Baltijos – Šiaurės regionas: cirko poveikis“;2016;-;87
Všį Menų spaustuvė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;“Menų spaustuvės” pristatymas tarptautinio festivalio/platformos metu „Edinburgh Fringe“ programoje ;2016;-;937
Všį Menų spaustuvė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;"„Menų spaustuvės“ šokio spektaklio ""Feel-Link"" pristatymas Prancūzijoje ";2016;-;
Všį Menų spaustuvė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;„Menų spaustuvės“ šokio spektaklio “Contemporary?” pristatymas tarptautiniuose festivaliuose ;2016;-;860
Všį Menų spaustuvė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;„Menų spaustuvės“ veiklos atstovavimas užsienyje (dalyvavimas tarptautinių tinklų TEH, IETM, Nordic-Baltic Circus Network, tarptautinėse mugėse, festivaliuose);2016;-;1500
Všį Menų spaustuvė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;„Tarptautinė šiuolaikinio cirko edukacijos programa“;2016;-;50
Všį Menų spaustuvė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;„Menų spaustuvės“ interneto svetainė www.menuspaustuve.lt;2016;-;42419
Všį Menų spaustuvė;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Interneto svetainė „Menų faktūra“;2016;-;84000
