Įstaiga;Paslauga;Renginio pavadinimas;Metai;Lėšos;Dalyvių skaičius
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Teminės ekskursijos po Trakų Vokės dvarą, paveldo  objektus, parką;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Privatus renginys. Vestuvių ceremonija;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Tapybos pleneras dvare;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Teminės ekskursijos po Trakų Vokės dvarą, paveldo  objektus, parką;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Parodos EmEm Art fest atidarymas. Lazerių, vaidybos, muzikos, šokio šou. Instaliacijos visame dvare.;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Giedokime „Tautišką giesmę“ Trakų Vokės dvare;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;VII Jaunųjų bardų stovyklos baigiamasis koncertas;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Trakų Vokės gimnazijos diplomų įteikimo abiturientams renginys;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Tapybos pleneras dvare;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Fotosesija;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Gyvoji tapyba dvare;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Fotosesija;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Teminė ekskursija po Trakų Vokės dvarą;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Privatus renginys. Vestuvių ceremonija;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Teminė ekskursija po Trakų Vokės dvarą;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Filmavimas, reklama;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Fotosesija;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Renginys Apollo 10. Landing - Jaunųjų kūrėjų dirbtuvės, lazerių šou, muzika.;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Teminė ekskursija po Trakų Vokės dvarą;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Fotosesija;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Fotosesija;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Teminė ekskursija po Trakų Vokės dvarą;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Reklamos filmavimas;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Teminė ekskursija po Trakų Vokės dvarą;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Tapybos pleneras dvare;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Festivalis „Ne-miegantys rajonai“. Filmo „Aukštuomenės klubas“ peržiūra, D. Pocevičiaus paskaita, dangaus žibintai, ekskursija po Trakų Vokės dvarą, atvirukų, eko dirbtuvės, sodų pynimas, knygų mainai, proto mūšis ir kt.;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Pasitarimas dėl Trakų Vokės parko tvarkymo ir priežiūros perspektyvų. Dalyvauja Palangos miesto Botanikos ir Užutrakio parkų atstovai. Gerosios patirties pasidalijimas.;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Tapybos pleneras dvare;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Senosios muzikos spektaklis „Basso Ostinato“.;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Tapybos pleneras dvare;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Rasos Vasilevičiūtės tapybos darbų paroda Aktai/ Moderato/Neskubant atidarymas;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Tapybos pleneras dvare;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Fotosesija;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Fotosesija;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Ekskursija po Trakų Vokės dvarą, dvaro paveldo  objektus, parką.;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Tapybos pleneras dvare;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Ekskursija po Trakų Vokės dvarą, dvaro paveldo  objektus, parką.;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Renginio klipo filmavimas;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Ekskursija po Trakų Vokės dvarą, dvaro paveldo  objektus, parką.;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Obuolinės 2019. Tiškevičių dvaro mugė Trakų Vokės dvaro liepų alėjoje, edukacijos vaikams, koncertas, pyragų varžytuvės.;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Fotosesija ;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Fotosesija ;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Fotosesija ;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Tapybos pleneras dvare;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Fotosesija ;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Fotosesija ;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Go Vilnius renginys. Filmo “Katerina didžioji” pristatymas. Trakų Vokės dvaras kaip filmavimo lokacija pristatymas.;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Renginys “Destino. The surreal dream”;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Bendruomenės šventė – moliūgų kūrybinės dirbtuvės “Mes už moliūgus 2019”.;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Autoportreto parodos atidarymas. Matomas Aš nematomas arba po 20 metų. Ar kurdamas kūrinį aš sau pozuoju? Persikūniju?;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;„Kilowac šviesa Trakų Vokei“. Rankų darbo šviestuvų paroda dvare.;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Ekskursija po Trakų Vokės dvaro paveldo  objektus, parką.;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Tapybos pleneras dvare;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Reklamos filmavimas ;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Tapybos pleneras dvare;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Trakų Vokės dvaro sodybos kaimiškos muzikos kapelos „Vacio armonikėlė“ koncertas „Pasibūkime kartu“.;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Tapybos pleneras dvare;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Reklamos filmavimas;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Autoportreto parodos uždarymas. ;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Tapybos pleneras dvare;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Fotosesija;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Svečiuose Zarasų viešosios bibliotekos suaugusiųjų teatras “Juodai balta” su spektakliu “Girti”.;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Tapybos pleneras dvare;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Grafiko Ramūno Petrusevičiaus darbų parodos atidarymas.;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Advento vainikų pynimo dirbtuvės;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Klipo filmavimas;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Koncertas “Liepsnojantys ritmai” su flamenko šokėja Liucija Puidokaite ir atlikėjais Algimantu Pauliukevičiumi (gitara), Sauliumi Augliu (vibrafonas).;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Teminės ekskursijos po Trakų Vokės dvarą, paveldo  objektus, parką;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Tapybos plenerai ;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas; Advento vainiko pynimo dirbtuvės ;2019;-;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Jaunojo restauratoriaus akademija;2019;1 500;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Eduardo vyturiai;2019;1 000;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Aplankykime kaimynus latvius;2019;1 000;-
VšĮ „Trakų Vokės dvaro sodyba“;Vilniaus miesto savivaldybės viešųjų kultūros įstaigų paslaugų akseleravimas;Lauko inžineriniai tinklai;2019;190 000;-
VšĮ „Vilniaus festivaliai”;Tarptautinių bendradarbiavimo renginių, projektų, seminarų organizavimas;Vilniaus tarptautinis teatro festivalis „Sirenos 2019“;2019;-;-
VšĮ „Vilniaus festivaliai”;Tarptautinių bendradarbiavimo renginių, projektų, seminarų organizavimas;Vilniaus tarptautinis šiuolaikinės muzikos festivalis „Gaida 2019“;2019;-;-
VšĮ „Vilniaus festivaliai”;Tarptautinių bendradarbiavimo renginių, projektų, seminarų organizavimas;Tarptautinis festivalis „Naujasis Baltijos šokis 2019“;2019;-;-
VšĮ „Vilniaus festivaliai”;Tarptautinių bendradarbiavimo renginių, projektų, seminarų organizavimas;Tarptautinis festivalis „Vilnius Mama Jazz 2019“;2019;-;-
VšĮ „Vilniaus festivaliai”;Tarptautinių bendradarbiavimo renginių, projektų, seminarų organizavimas;Tarptautinis festivalis „Vilnius Jazz 2019“;2019;-;-
VšĮ „Vilniaus festivaliai”;Tarptautinių bendradarbiavimo renginių, projektų, seminarų organizavimas;Tarptautinis festivalis „Banchetto Musicale 2019“;2019;-;-
VšĮ „Vilniaus festivaliai”;Tarptautinių bendradarbiavimo renginių, projektų, seminarų organizavimas;Vilniaus tarptautinis teatro festivalis „Sirenos 2018“;2018;-;-
VšĮ „Vilniaus festivaliai”;Tarptautinių bendradarbiavimo renginių, projektų, seminarų organizavimas;Vilniaus tarptautinis šiuolaikinės muzikos festivalis „Gaida 2018“;2018;-;-
VšĮ „Vilniaus festivaliai”;Tarptautinių bendradarbiavimo renginių, projektų, seminarų organizavimas;Tarptautinis festivalis „Naujasis Baltijos šokis 2018“;2018;-;-
VšĮ „Vilniaus festivaliai”;Tarptautinių bendradarbiavimo renginių, projektų, seminarų organizavimas;Tarptautinis festivalis „Vilnius Mama Jazz 2018“;2018;-;-
VšĮ „Vilniaus festivaliai”;Tarptautinių bendradarbiavimo renginių, projektų, seminarų organizavimas;Tarptautinis festivalis „Vilnius Jazz 2018“;2018;-;-
VšĮ „Vilniaus festivaliai”;Tarptautinių bendradarbiavimo renginių, projektų, seminarų organizavimas;Tarptautinis festivalis „Banchetto Musicale 2018“;2018;-;-
VšĮ „Vilniaus festivaliai”;Tarptautinių bendradarbiavimo renginių, projektų, seminarų organizavimas;"Vilniaus tarptautinis teatro festivalis ""Sirenos""";2017;16 700;270
VšĮ „Vilniaus festivaliai”;Tarptautinių bendradarbiavimo renginių, projektų, seminarų organizavimas;Vilniaus tarptautinis šiuolaikinės muzikos festivalis „Gaida 2017“;2017;16 700;363
VšĮ „Vilniaus festivaliai”;Tarptautinių bendradarbiavimo renginių, projektų, seminarų organizavimas;"Vilniaus tarptautinis teatro festivalis ""Sirenos""";2016;16 700;276
VšĮ „Vilniaus festivaliai”;Tarptautinių bendradarbiavimo renginių, projektų, seminarų organizavimas;Vilniaus tarptautinis šiuolaikinės muzikos festivalis „Gaida 2016“;2016;16 700;258
VšĮ „Vilniaus festivaliai”;Tarptautinių bendradarbiavimo renginių, projektų, seminarų organizavimas;Tarptautinis gatvės teatro festivalis Mozaika 2017;2016;700;-
VšĮ „Vilniaus festivaliai”;Tarptautinių bendradarbiavimo renginių, projektų, seminarų organizavimas; Vilniaus tarptautinis teatro festivalis „Sirenos“;2015;-;5000
VšĮ „Vilniaus festivaliai”;Tarptautinių bendradarbiavimo renginių, projektų, seminarų organizavimas;Vilniaus tarptautinis šiuolaikinės muzikos festivalis „Gaida“;2015;-;6180
VšĮ „Vilniaus festivaliai”;Tarptautinių bendradarbiavimo renginių, projektų, seminarų organizavimas;"Vilniaus tarptautinis šiuolaikinio šokio festivalis ""Naujasis Baltijos šokis""";2015;-;3500
VšĮ „Vilniaus festivaliai”;Tarptautinių bendradarbiavimo renginių, projektų, seminarų organizavimas;Tarptautinis džiazo muzikos festivalis „Vilnius Mama Jazz“;2015;-;6500
VšĮ „Vilniaus festivaliai”;Tarptautinių bendradarbiavimo renginių, projektų, seminarų organizavimas;Tarptautinis šiuolaikinio džiazo festivalis „Vilnius Jazz“;2015;-;6000
VšĮ „Vilniaus festivaliai”;Tarptautinių bendradarbiavimo renginių, projektų, seminarų organizavimas;Tarptautinis senosios muzikos festivalis „Banchetto musicale“;2015;-;2000
VšĮ „Vilniaus festivaliai”;Tradicinės (etninės) kultūros renginių paslauga;Tradicinės Vilniaus eisenos;2016;1000;-
VšĮ „Vilniaus festivaliai”;Vilniaus miesto savivaldybės kultūros įstaigų projektų konkursas;„Lietuvių muzikos ir novatoriškų sceninių projektų pristatymai festivaliuose ir koncertų salėse“;2018;-;-
VšĮ „Vilniaus festivaliai”;Vilniaus miesto savivaldybės kultūros įstaigų projektų konkursas;„Lietuvių muzikos ir audiovizualiniai projektai pasaulio festivaliuose“;2017;9 200;-
VšĮ „Vilniaus festivaliai”;Vilniaus miesto savivaldybės kultūros įstaigų projektų konkursas;Projektas „Geriausi pasaulio orkestrai Vilniuje“ – Milano La Scala orkestro koncertas;2015;-;1000
VšĮ „Vilniaus festivaliai”;Vilniaus miesto švenčių paslauga;Vilniaus tarptautinis filmų festivalis „Kino pavasaris 2019“;2019;-;-
VšĮ „Vilniaus festivaliai”;Vilniaus miesto švenčių paslauga;„Sostinės dienos 2019“;2019;-;-
VšĮ „Vilniaus festivaliai”;Vilniaus miesto švenčių paslauga;„Kultūros naktis 2019“;2019;-;-
VšĮ „Vilniaus festivaliai”;Vilniaus miesto švenčių paslauga;Festivalio „KINO PAVASARIS“ edukacinis renginys „Animacijos dirbtuvės vaikams“;2019;-;-
